menu_item_name,quantity,total_price,sale_date,order_id,day_of_week,hour_of_day
Arancini,2,22.0,2026-02-06 14:22:00,ORD-00113,Friday,14
Margherita Pizza,1,16.0,2026-02-06 14:55:00,ORD-00113,Friday,14
Cannoli,1,9.0,2026-02-06 14:42:00,ORD-00113,Friday,14
Espresso,1,4.0,2026-02-06 14:09:00,ORD-00113,Friday,14
Spaghetti Carbonara,1,19.0,2026-02-06 14:36:00,ORD-00114,Friday,14
Cappuccino,1,5.5,2026-02-06 14:56:00,ORD-00114,Friday,14
House Red Wine,1,12.0,2026-02-06 14:10:00,ORD-00114,Friday,14
Diavola Pizza,1,18.0,2026-02-06 14:03:00,ORD-00114,Friday,14
Tiramisu,1,12.0,2026-02-06 14:17:00,ORD-00114,Friday,14
Burrata Caprese,1,16.0,2026-02-06 14:07:00,ORD-00115,Friday,14
Aperol Spritz,1,14.0,2026-02-06 14:43:00,ORD-00115,Friday,14
Panna Cotta,1,10.0,2026-02-06 14:33:00,ORD-00115,Friday,14
Diavola Pizza,1,18.0,2026-02-06 14:08:00,ORD-00116,Friday,14
Tiramisu,1,12.0,2026-02-06 14:18:00,ORD-00116,Friday,14
Bruschetta Trio,1,12.5,2026-02-06 14:24:00,ORD-00117,Friday,14
Spaghetti Carbonara,1,19.0,2026-02-06 14:14:00,ORD-00117,Friday,14
House Red Wine,1,12.0,2026-02-06 14:53:00,ORD-00117,Friday,14
Affogato,1,8.0,2026-02-06 14:04:00,ORD-00118,Friday,14
Diavola Pizza,2,36.0,2026-02-06 14:36:00,ORD-00118,Friday,14
Aperol Spritz,1,14.0,2026-02-06 17:39:00,ORD-00119,Friday,17
Chicken Parmigiana,1,24.0,2026-02-06 17:44:00,ORD-00119,Friday,17
Margherita Pizza,2,32.0,2026-02-06 17:05:00,ORD-00119,Friday,17
Aperol Spritz,1,14.0,2026-02-06 17:55:00,ORD-00120,Friday,17
Margherita Pizza,1,16.0,2026-02-06 17:32:00,ORD-00121,Friday,17
Aperol Spritz,1,14.0,2026-02-06 17:33:00,ORD-00121,Friday,17
Cacio e Pepe,1,17.0,2026-02-06 17:41:00,ORD-00122,Friday,17
Rigatoni Bolognese,1,20.0,2026-02-06 17:49:00,ORD-00122,Friday,17
Pizza Bianca,1,17.0,2026-02-06 17:29:00,ORD-00122,Friday,17
Cappuccino,1,5.5,2026-02-06 17:48:00,ORD-00122,Friday,17
Panna Cotta,1,10.0,2026-02-06 17:43:00,ORD-00122,Friday,17
Burrata Caprese,1,16.0,2026-02-06 17:19:00,ORD-00123,Friday,17
Prosciutto e Rucola,1,20.0,2026-02-06 17:37:00,ORD-00123,Friday,17
Veal Piccata,1,29.0,2026-02-06 17:32:00,ORD-00123,Friday,17
Chocolate Lava Cake,1,13.0,2026-02-06 17:29:00,ORD-00123,Friday,17
Lobster Ravioli,1,28.0,2026-02-06 17:32:00,ORD-00124,Friday,17
Espresso,1,4.0,2026-02-06 17:37:00,ORD-00124,Friday,17
Eggplant Parmigiana,1,18.0,2026-02-06 17:30:00,ORD-00125,Friday,17
Pizza Bianca,1,17.0,2026-02-06 17:03:00,ORD-00125,Friday,17
House Red Wine,1,12.0,2026-02-06 17:51:00,ORD-00125,Friday,17
Prosciutto e Rucola,1,20.0,2026-02-06 18:39:00,ORD-00126,Friday,18
Espresso,1,4.0,2026-02-06 18:23:00,ORD-00126,Friday,18
Cannoli,1,9.0,2026-02-06 18:21:00,ORD-00127,Friday,18
Panna Cotta,1,10.0,2026-02-06 18:43:00,ORD-00127,Friday,18
Limoncello,1,9.0,2026-02-06 18:16:00,ORD-00127,Friday,18
Eggplant Parmigiana,2,36.0,2026-02-06 18:44:00,ORD-00128,Friday,18
Rigatoni Bolognese,1,20.0,2026-02-06 18:08:00,ORD-00128,Friday,18
Branzino al Forno,1,32.0,2026-02-06 18:05:00,ORD-00128,Friday,18
Tiramisu,1,12.0,2026-02-06 18:24:00,ORD-00128,Friday,18
Arancini,2,22.0,2026-02-06 18:05:00,ORD-00129,Friday,18
Chicken Parmigiana,1,24.0,2026-02-06 18:27:00,ORD-00129,Friday,18
Penne Arrabbiata,1,16.0,2026-02-06 18:12:00,ORD-00130,Friday,18
Caesar Salad,1,13.0,2026-02-06 18:49:00,ORD-00131,Friday,18
Chicken Parmigiana,1,24.0,2026-02-06 18:47:00,ORD-00131,Friday,18
Espresso,2,8.0,2026-02-06 18:02:00,ORD-00131,Friday,18
Cannoli,1,9.0,2026-02-06 18:56:00,ORD-00131,Friday,18
Diavola Pizza,1,18.0,2026-02-06 18:10:00,ORD-00132,Friday,18
Espresso,1,4.0,2026-02-06 18:02:00,ORD-00132,Friday,18
Bruschetta Trio,1,12.5,2026-02-06 18:34:00,ORD-00133,Friday,18
Caesar Salad,1,13.0,2026-02-06 18:51:00,ORD-00133,Friday,18
House Red Wine,1,12.0,2026-02-06 18:57:00,ORD-00133,Friday,18
Limoncello,1,9.0,2026-02-06 18:18:00,ORD-00134,Friday,18
Chocolate Lava Cake,1,13.0,2026-02-06 18:32:00,ORD-00134,Friday,18
Bruschetta Trio,1,12.5,2026-02-06 18:06:00,ORD-00135,Friday,18
Pizza Bianca,1,17.0,2026-02-06 18:33:00,ORD-00135,Friday,18
Chicken Parmigiana,2,48.0,2026-02-06 18:18:00,ORD-00135,Friday,18
Quattro Formaggi,1,19.0,2026-02-06 18:10:00,ORD-00135,Friday,18
Chicken Parmigiana,1,24.0,2026-02-06 18:27:00,ORD-00136,Friday,18
House Red Wine,1,12.0,2026-02-06 18:58:00,ORD-00136,Friday,18
Tiramisu,1,12.0,2026-02-06 18:28:00,ORD-00136,Friday,18
Aperol Spritz,1,14.0,2026-02-06 18:06:00,ORD-00137,Friday,18
Diavola Pizza,1,18.0,2026-02-06 18:41:00,ORD-00137,Friday,18
Chocolate Lava Cake,1,13.0,2026-02-06 18:09:00,ORD-00137,Friday,18
Margherita Pizza,1,16.0,2026-02-06 19:30:00,ORD-00138,Friday,19
Caesar Salad,1,13.0,2026-02-06 19:00:00,ORD-00138,Friday,19
Tiramisu,1,12.0,2026-02-06 19:27:00,ORD-00139,Friday,19
Aperol Spritz,1,14.0,2026-02-06 19:18:00,ORD-00139,Friday,19
Caesar Salad,1,13.0,2026-02-06 19:04:00,ORD-00140,Friday,19
Chicken Parmigiana,1,24.0,2026-02-06 19:57:00,ORD-00140,Friday,19
Espresso,1,4.0,2026-02-06 19:34:00,ORD-00140,Friday,19
Panna Cotta,1,10.0,2026-02-06 19:32:00,ORD-00140,Friday,19
Rigatoni Bolognese,1,20.0,2026-02-06 19:23:00,ORD-00141,Friday,19
Caesar Salad,1,13.0,2026-02-06 19:33:00,ORD-00141,Friday,19
Margherita Pizza,1,16.0,2026-02-06 19:50:00,ORD-00141,Friday,19
Affogato,2,16.0,2026-02-06 19:35:00,ORD-00141,Friday,19
Chicken Parmigiana,1,24.0,2026-02-06 19:24:00,ORD-00142,Friday,19
House Red Wine,2,24.0,2026-02-06 19:16:00,ORD-00142,Friday,19
Tiramisu,1,12.0,2026-02-06 19:22:00,ORD-00142,Friday,19
Cacio e Pepe,1,17.0,2026-02-06 19:02:00,ORD-00143,Friday,19
Prosciutto e Rucola,1,20.0,2026-02-06 19:21:00,ORD-00143,Friday,19
House Red Wine,1,12.0,2026-02-06 19:40:00,ORD-00144,Friday,19
Panna Cotta,1,10.0,2026-02-06 19:08:00,ORD-00144,Friday,19
Prosciutto e Rucola,1,20.0,2026-02-06 19:18:00,ORD-00145,Friday,19
House Red Wine,1,12.0,2026-02-06 19:50:00,ORD-00145,Friday,19
Panna Cotta,1,10.0,2026-02-06 19:02:00,ORD-00145,Friday,19
Margherita Pizza,1,16.0,2026-02-06 19:30:00,ORD-00146,Friday,19
Aperol Spritz,1,14.0,2026-02-06 19:48:00,ORD-00146,Friday,19
Veal Piccata,1,29.0,2026-02-06 19:27:00,ORD-00147,Friday,19
Margherita Pizza,2,32.0,2026-02-06 19:47:00,ORD-00147,Friday,19
Rigatoni Bolognese,1,20.0,2026-02-06 19:05:00,ORD-00148,Friday,19
Arancini,1,11.0,2026-02-06 19:05:00,ORD-00148,Friday,19
Tiramisu,1,12.0,2026-02-06 19:52:00,ORD-00148,Friday,19
Diavola Pizza,1,18.0,2026-02-06 19:18:00,ORD-00148,Friday,19
Bruschetta Trio,1,12.5,2026-02-06 19:38:00,ORD-00149,Friday,19
Spaghetti Carbonara,1,19.0,2026-02-06 19:10:00,ORD-00149,Friday,19
House Red Wine,1,12.0,2026-02-06 19:22:00,ORD-00149,Friday,19
Burrata Caprese,1,16.0,2026-02-06 19:03:00,ORD-00150,Friday,19
Aperol Spritz,1,14.0,2026-02-06 19:40:00,ORD-00150,Friday,19
Insalata Mista,1,11.0,2026-02-06 19:32:00,ORD-00150,Friday,19
Burrata Caprese,1,16.0,2026-02-06 19:04:00,ORD-00151,Friday,19
Fettuccine Alfredo,1,18.0,2026-02-06 19:41:00,ORD-00151,Friday,19
Chocolate Lava Cake,1,13.0,2026-02-06 19:24:00,ORD-00151,Friday,19
Fettuccine Alfredo,1,18.0,2026-02-06 19:04:00,ORD-00152,Friday,19
Calamari Fritti,1,14.0,2026-02-06 20:07:00,ORD-00153,Friday,20
Linguine alle Vongole,1,22.0,2026-02-06 20:11:00,ORD-00153,Friday,20
House Red Wine,1,12.0,2026-02-06 20:24:00,ORD-00153,Friday,20
Panna Cotta,1,10.0,2026-02-06 20:39:00,ORD-00154,Friday,20
Margherita Pizza,1,16.0,2026-02-06 20:57:00,ORD-00155,Friday,20
Caesar Salad,1,13.0,2026-02-06 20:05:00,ORD-00155,Friday,20
Cannoli,1,9.0,2026-02-06 20:54:00,ORD-00155,Friday,20
Cacio e Pepe,1,17.0,2026-02-06 20:45:00,ORD-00156,Friday,20
Caesar Salad,2,26.0,2026-02-06 20:40:00,ORD-00156,Friday,20
Cappuccino,1,5.5,2026-02-06 20:23:00,ORD-00156,Friday,20
Tiramisu,1,12.0,2026-02-06 20:35:00,ORD-00157,Friday,20
Espresso,1,4.0,2026-02-06 20:29:00,ORD-00157,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:49:00,ORD-00158,Friday,20
Burrata Caprese,1,16.0,2026-02-06 20:36:00,ORD-00158,Friday,20
Penne Arrabbiata,1,16.0,2026-02-06 20:20:00,ORD-00158,Friday,20
Rigatoni Bolognese,1,20.0,2026-02-06 20:40:00,ORD-00159,Friday,20
Cannoli,1,9.0,2026-02-06 20:49:00,ORD-00159,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:22:00,ORD-00160,Friday,20
Insalata Mista,2,22.0,2026-02-06 20:33:00,ORD-00160,Friday,20
Cappuccino,2,11.0,2026-02-06 20:54:00,ORD-00160,Friday,20
Tiramisu,1,12.0,2026-02-06 20:12:00,ORD-00160,Friday,20
Cappuccino,1,5.5,2026-02-06 20:37:00,ORD-00161,Friday,20
Penne Arrabbiata,1,16.0,2026-02-06 20:42:00,ORD-00161,Friday,20
Chicken Parmigiana,1,24.0,2026-02-06 20:57:00,ORD-00161,Friday,20
Cappuccino,1,5.5,2026-02-06 20:41:00,ORD-00162,Friday,20
Lobster Ravioli,1,28.0,2026-02-06 20:36:00,ORD-00162,Friday,20
Margherita Pizza,1,16.0,2026-02-06 20:40:00,ORD-00162,Friday,20
Panna Cotta,1,10.0,2026-02-06 20:56:00,ORD-00162,Friday,20
Espresso,1,4.0,2026-02-06 20:43:00,ORD-00163,Friday,20
Chocolate Lava Cake,1,13.0,2026-02-06 20:29:00,ORD-00163,Friday,20
Bruschetta Trio,1,12.5,2026-02-06 20:13:00,ORD-00164,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:09:00,ORD-00164,Friday,20
House Red Wine,1,12.0,2026-02-06 20:45:00,ORD-00164,Friday,20
Margherita Pizza,1,16.0,2026-02-06 20:06:00,ORD-00165,Friday,20
Caesar Salad,1,13.0,2026-02-06 20:29:00,ORD-00165,Friday,20
House Red Wine,1,12.0,2026-02-06 20:28:00,ORD-00165,Friday,20
Bruschetta Trio,1,12.5,2026-02-06 20:39:00,ORD-00166,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:55:00,ORD-00166,Friday,20
House Red Wine,2,24.0,2026-02-06 20:52:00,ORD-00166,Friday,20
Diavola Pizza,1,18.0,2026-02-06 20:48:00,ORD-00167,Friday,20
Aperol Spritz,1,14.0,2026-02-06 20:32:00,ORD-00167,Friday,20
Cannoli,1,9.0,2026-02-06 20:56:00,ORD-00167,Friday,20
Bruschetta Trio,1,12.5,2026-02-06 20:15:00,ORD-00168,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:22:00,ORD-00168,Friday,20
House Red Wine,1,12.0,2026-02-06 20:18:00,ORD-00168,Friday,20
Cappuccino,1,5.5,2026-02-06 20:56:00,ORD-00169,Friday,20
House Red Wine,1,12.0,2026-02-06 20:23:00,ORD-00169,Friday,20
Linguine alle Vongole,1,22.0,2026-02-06 20:23:00,ORD-00169,Friday,20
Cannoli,1,9.0,2026-02-06 20:03:00,ORD-00169,Friday,20
Cappuccino,1,5.5,2026-02-06 20:17:00,ORD-00170,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 20:39:00,ORD-00170,Friday,20
Spaghetti Carbonara,1,19.0,2026-02-06 21:09:00,ORD-00171,Friday,21
Aperol Spritz,1,14.0,2026-02-06 21:32:00,ORD-00171,Friday,21
Margherita Pizza,1,16.0,2026-02-06 21:09:00,ORD-00172,Friday,21
Rigatoni Bolognese,1,20.0,2026-02-06 21:21:00,ORD-00173,Friday,21
Burrata Caprese,1,16.0,2026-02-06 21:32:00,ORD-00173,Friday,21
Aperol Spritz,1,14.0,2026-02-06 21:45:00,ORD-00173,Friday,21
Rigatoni Bolognese,2,40.0,2026-02-06 21:55:00,ORD-00174,Friday,21
Margherita Pizza,1,16.0,2026-02-06 21:01:00,ORD-00174,Friday,21
House Red Wine,1,12.0,2026-02-06 21:16:00,ORD-00174,Friday,21
Cacio e Pepe,1,17.0,2026-02-06 21:40:00,ORD-00175,Friday,21
Calamari Fritti,1,14.0,2026-02-06 21:49:00,ORD-00175,Friday,21
Panna Cotta,1,10.0,2026-02-06 21:09:00,ORD-00175,Friday,21
Arancini,1,11.0,2026-02-06 21:13:00,ORD-00176,Friday,21
Calamari Fritti,1,14.0,2026-02-06 21:49:00,ORD-00176,Friday,21
Limoncello,1,9.0,2026-02-06 21:30:00,ORD-00176,Friday,21
Spaghetti Carbonara,1,19.0,2026-02-06 21:20:00,ORD-00177,Friday,21
Tiramisu,2,24.0,2026-02-06 21:29:00,ORD-00177,Friday,21
Chicken Parmigiana,2,48.0,2026-02-06 21:21:00,ORD-00177,Friday,21
Espresso,1,4.0,2026-02-06 21:43:00,ORD-00177,Friday,21
Burrata Caprese,1,16.0,2026-02-06 21:19:00,ORD-00178,Friday,21
Arancini,1,11.0,2026-02-06 21:45:00,ORD-00178,Friday,21
Prosciutto e Rucola,1,20.0,2026-02-06 21:45:00,ORD-00178,Friday,21
House Red Wine,1,12.0,2026-02-06 21:30:00,ORD-00178,Friday,21
Margherita Pizza,1,16.0,2026-02-06 21:43:00,ORD-00179,Friday,21
Caesar Salad,1,13.0,2026-02-06 21:57:00,ORD-00179,Friday,21
Caesar Salad,1,13.0,2026-02-06 21:28:00,ORD-00180,Friday,21
Quattro Formaggi,1,19.0,2026-02-06 21:47:00,ORD-00180,Friday,21
Chocolate Lava Cake,1,13.0,2026-02-06 21:12:00,ORD-00180,Friday,21
Espresso,1,4.0,2026-02-06 21:17:00,ORD-00180,Friday,21
Burrata Caprese,1,16.0,2026-02-06 21:03:00,ORD-00181,Friday,21
Calamari Fritti,1,14.0,2026-02-06 21:21:00,ORD-00181,Friday,21
Chicken Parmigiana,1,24.0,2026-02-06 21:06:00,ORD-00181,Friday,21
Espresso,1,4.0,2026-02-06 21:08:00,ORD-00181,Friday,21
Diavola Pizza,2,36.0,2026-02-06 21:26:00,ORD-00182,Friday,21
Aperol Spritz,1,14.0,2026-02-06 21:56:00,ORD-00182,Friday,21
Cannoli,2,18.0,2026-02-06 21:30:00,ORD-00182,Friday,21
Spaghetti Carbonara,1,19.0,2026-02-06 21:47:00,ORD-00183,Friday,21
Caesar Salad,1,13.0,2026-02-06 21:59:00,ORD-00183,Friday,21
Margherita Pizza,2,32.0,2026-02-06 21:02:00,ORD-00184,Friday,21
Caesar Salad,2,26.0,2026-02-06 21:25:00,ORD-00184,Friday,21
Branzino al Forno,1,32.0,2026-02-06 21:38:00,ORD-00185,Friday,21
Affogato,1,8.0,2026-02-06 21:21:00,ORD-00185,Friday,21
Cappuccino,1,5.5,2026-02-06 21:41:00,ORD-00185,Friday,21
Espresso,1,4.0,2026-02-06 22:41:00,ORD-00186,Friday,22
Pizza Bianca,1,17.0,2026-02-06 22:11:00,ORD-00186,Friday,22
Caesar Salad,1,13.0,2026-02-06 22:21:00,ORD-00186,Friday,22
Chicken Parmigiana,1,24.0,2026-02-06 22:36:00,ORD-00186,Friday,22
Burrata Caprese,1,16.0,2026-02-06 22:25:00,ORD-00187,Friday,22
Prosciutto e Rucola,1,20.0,2026-02-06 22:11:00,ORD-00187,Friday,22
Margherita Pizza,1,16.0,2026-02-06 22:37:00,ORD-00188,Friday,22
Panzanella,1,14.0,2026-02-06 22:00:00,ORD-00188,Friday,22
Limoncello,1,9.0,2026-02-06 22:23:00,ORD-00188,Friday,22
Chicken Parmigiana,2,48.0,2026-02-06 22:45:00,ORD-00189,Friday,22
House Red Wine,1,12.0,2026-02-06 22:44:00,ORD-00189,Friday,22
Margherita Pizza,1,16.0,2026-02-06 22:47:00,ORD-00190,Friday,22
Caesar Salad,2,26.0,2026-02-06 22:23:00,ORD-00190,Friday,22
Limoncello,1,9.0,2026-02-06 22:35:00,ORD-00190,Friday,22
Chocolate Lava Cake,2,26.0,2026-02-06 22:48:00,ORD-00190,Friday,22
Bruschetta Trio,1,12.5,2026-02-06 22:28:00,ORD-00191,Friday,22
Tiramisu,1,12.0,2026-02-06 22:23:00,ORD-00191,Friday,22
Affogato,1,8.0,2026-02-06 22:36:00,ORD-00191,Friday,22
Cacio e Pepe,1,17.0,2026-02-06 22:34:00,ORD-00192,Friday,22
Bruschetta Trio,1,12.5,2026-02-06 22:20:00,ORD-00192,Friday,22
Limoncello,2,18.0,2026-02-06 22:28:00,ORD-00192,Friday,22
Caesar Salad,1,13.0,2026-02-06 22:32:00,ORD-00193,Friday,22
Chicken Parmigiana,1,24.0,2026-02-06 22:03:00,ORD-00193,Friday,22
Espresso,1,4.0,2026-02-06 22:32:00,ORD-00193,Friday,22
House Red Wine,1,12.0,2026-02-07 11:25:00,ORD-00194,Saturday,11
Bruschetta Trio,1,12.5,2026-02-07 11:44:00,ORD-00195,Saturday,11
Spaghetti Carbonara,1,19.0,2026-02-07 11:03:00,ORD-00195,Saturday,11
House Red Wine,2,24.0,2026-02-07 11:04:00,ORD-00195,Saturday,11
Chocolate Lava Cake,2,26.0,2026-02-07 11:30:00,ORD-00195,Saturday,11
Calamari Fritti,1,14.0,2026-02-07 11:46:00,ORD-00196,Saturday,11
Linguine alle Vongole,1,22.0,2026-02-07 11:26:00,ORD-00196,Saturday,11
House Red Wine,1,12.0,2026-02-07 11:57:00,ORD-00196,Saturday,11
Cannoli,1,9.0,2026-02-07 11:22:00,ORD-00197,Saturday,11
Eggplant Parmigiana,1,18.0,2026-02-07 11:34:00,ORD-00197,Saturday,11
Diavola Pizza,1,18.0,2026-02-07 11:08:00,ORD-00197,Saturday,11
Margherita Pizza,1,16.0,2026-02-07 11:52:00,ORD-00198,Saturday,11
Espresso,1,4.0,2026-02-07 11:29:00,ORD-00198,Saturday,11
Margherita Pizza,1,16.0,2026-02-07 11:07:00,ORD-00199,Saturday,11
Aperol Spritz,1,14.0,2026-02-07 11:42:00,ORD-00199,Saturday,11
Osso Buco,1,34.0,2026-02-07 11:45:00,ORD-00200,Saturday,11
Tiramisu,2,24.0,2026-02-07 11:15:00,ORD-00200,Saturday,11
Margherita Pizza,1,16.0,2026-02-07 11:25:00,ORD-00200,Saturday,11
Cappuccino,1,5.5,2026-02-07 11:34:00,ORD-00200,Saturday,11
Chicken Parmigiana,1,24.0,2026-02-07 11:32:00,ORD-00201,Saturday,11
House Red Wine,2,24.0,2026-02-07 11:14:00,ORD-00201,Saturday,11
Tiramisu,1,12.0,2026-02-07 11:46:00,ORD-00201,Saturday,11
Fettuccine Alfredo,1,18.0,2026-02-07 12:19:00,ORD-00202,Saturday,12
Caesar Salad,2,26.0,2026-02-07 12:42:00,ORD-00202,Saturday,12
Cappuccino,1,5.5,2026-02-07 12:26:00,ORD-00202,Saturday,12
Bruschetta Trio,2,25.0,2026-02-07 12:58:00,ORD-00203,Saturday,12
Spaghetti Carbonara,1,19.0,2026-02-07 12:43:00,ORD-00203,Saturday,12
House Red Wine,1,12.0,2026-02-07 12:31:00,ORD-00203,Saturday,12
Margherita Pizza,1,16.0,2026-02-07 12:33:00,ORD-00204,Saturday,12
Aperol Spritz,1,14.0,2026-02-07 12:26:00,ORD-00204,Saturday,12
Cappuccino,1,5.5,2026-02-07 12:14:00,ORD-00205,Saturday,12
Tiramisu,1,12.0,2026-02-07 12:45:00,ORD-00205,Saturday,12
Burrata Caprese,1,16.0,2026-02-07 12:33:00,ORD-00206,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-07 12:15:00,ORD-00206,Saturday,12
Tiramisu,1,12.0,2026-02-07 12:21:00,ORD-00206,Saturday,12
House Red Wine,1,12.0,2026-02-07 12:59:00,ORD-00206,Saturday,12
Cappuccino,1,5.5,2026-02-07 12:02:00,ORD-00207,Saturday,12
Lobster Ravioli,2,56.0,2026-02-07 12:12:00,ORD-00207,Saturday,12
Tiramisu,1,12.0,2026-02-07 12:37:00,ORD-00207,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-07 12:59:00,ORD-00208,Saturday,12
House Red Wine,1,12.0,2026-02-07 12:47:00,ORD-00208,Saturday,12
Branzino al Forno,1,32.0,2026-02-07 12:48:00,ORD-00208,Saturday,12
Burrata Caprese,1,16.0,2026-02-07 12:49:00,ORD-00209,Saturday,12
Tiramisu,1,12.0,2026-02-07 12:29:00,ORD-00209,Saturday,12
Espresso,1,4.0,2026-02-07 12:46:00,ORD-00210,Saturday,12
Caesar Salad,1,13.0,2026-02-07 12:53:00,ORD-00210,Saturday,12
Caesar Salad,1,13.0,2026-02-07 12:55:00,ORD-00211,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-07 12:09:00,ORD-00211,Saturday,12
Espresso,1,4.0,2026-02-07 12:35:00,ORD-00211,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-07 12:31:00,ORD-00212,Saturday,12
Aperol Spritz,1,14.0,2026-02-07 12:43:00,ORD-00212,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-07 12:48:00,ORD-00212,Saturday,12
Espresso,1,4.0,2026-02-07 12:58:00,ORD-00213,Saturday,12
Prosciutto e Rucola,2,40.0,2026-02-07 12:41:00,ORD-00213,Saturday,12
Fettuccine Alfredo,2,36.0,2026-02-07 12:33:00,ORD-00213,Saturday,12
Quattro Formaggi,1,19.0,2026-02-07 12:54:00,ORD-00213,Saturday,12
Affogato,1,8.0,2026-02-07 12:52:00,ORD-00213,Saturday,12
Bruschetta Trio,1,12.5,2026-02-07 12:32:00,ORD-00214,Saturday,12
Aperol Spritz,1,14.0,2026-02-07 12:03:00,ORD-00214,Saturday,12
Linguine alle Vongole,1,22.0,2026-02-07 12:42:00,ORD-00214,Saturday,12
Cappuccino,1,5.5,2026-02-07 12:46:00,ORD-00215,Saturday,12
Margherita Pizza,1,16.0,2026-02-07 12:18:00,ORD-00215,Saturday,12
Aperol Spritz,1,14.0,2026-02-07 12:52:00,ORD-00215,Saturday,12
Cannoli,1,9.0,2026-02-07 12:27:00,ORD-00215,Saturday,12
Bruschetta Trio,1,12.5,2026-02-07 13:52:00,ORD-00216,Saturday,13
Spaghetti Carbonara,1,19.0,2026-02-07 13:50:00,ORD-00216,Saturday,13
House Red Wine,1,12.0,2026-02-07 13:23:00,ORD-00216,Saturday,13
Chocolate Lava Cake,2,26.0,2026-02-07 13:29:00,ORD-00216,Saturday,13
Bruschetta Trio,1,12.5,2026-02-07 13:05:00,ORD-00217,Saturday,13
Linguine alle Vongole,1,22.0,2026-02-07 13:24:00,ORD-00217,Saturday,13
Cannoli,1,9.0,2026-02-07 13:03:00,ORD-00217,Saturday,13
Spaghetti Carbonara,2,38.0,2026-02-07 13:58:00,ORD-00218,Saturday,13
Prosciutto e Rucola,1,20.0,2026-02-07 13:13:00,ORD-00218,Saturday,13
Linguine alle Vongole,2,44.0,2026-02-07 13:44:00,ORD-00218,Saturday,13
Aperol Spritz,2,28.0,2026-02-07 13:30:00,ORD-00218,Saturday,13
Margherita Pizza,1,16.0,2026-02-07 13:42:00,ORD-00219,Saturday,13
Caesar Salad,1,13.0,2026-02-07 13:59:00,ORD-00219,Saturday,13
Tiramisu,1,12.0,2026-02-07 13:59:00,ORD-00220,Saturday,13
Espresso,1,4.0,2026-02-07 13:10:00,ORD-00220,Saturday,13
Cappuccino,1,5.5,2026-02-07 13:47:00,ORD-00221,Saturday,13
Linguine alle Vongole,1,22.0,2026-02-07 13:44:00,ORD-00221,Saturday,13
Cannoli,1,9.0,2026-02-07 13:32:00,ORD-00221,Saturday,13
Spaghetti Carbonara,1,19.0,2026-02-07 13:49:00,ORD-00222,Saturday,13
Bruschetta Trio,1,12.5,2026-02-07 13:40:00,ORD-00222,Saturday,13
Limoncello,1,9.0,2026-02-07 13:28:00,ORD-00222,Saturday,13
Aperol Spritz,1,14.0,2026-02-07 13:42:00,ORD-00223,Saturday,13
Chocolate Lava Cake,1,13.0,2026-02-07 13:49:00,ORD-00223,Saturday,13
Cacio e Pepe,1,17.0,2026-02-07 13:20:00,ORD-00224,Saturday,13
Spaghetti Carbonara,1,19.0,2026-02-07 13:05:00,ORD-00224,Saturday,13
Fettuccine Alfredo,1,18.0,2026-02-07 13:19:00,ORD-00224,Saturday,13
Spaghetti Carbonara,1,19.0,2026-02-07 13:06:00,ORD-00225,Saturday,13
Aperol Spritz,1,14.0,2026-02-07 13:22:00,ORD-00225,Saturday,13
Chicken Parmigiana,1,24.0,2026-02-07 13:38:00,ORD-00225,Saturday,13
Caesar Salad,2,26.0,2026-02-07 13:15:00,ORD-00226,Saturday,13
Diavola Pizza,1,18.0,2026-02-07 13:10:00,ORD-00226,Saturday,13
Cappuccino,1,5.5,2026-02-07 13:10:00,ORD-00226,Saturday,13
Margherita Pizza,1,16.0,2026-02-07 14:19:00,ORD-00227,Saturday,14
Aperol Spritz,1,14.0,2026-02-07 14:04:00,ORD-00227,Saturday,14
Chocolate Lava Cake,1,13.0,2026-02-07 14:15:00,ORD-00227,Saturday,14
Burrata Caprese,1,16.0,2026-02-07 14:53:00,ORD-00228,Saturday,14
House Red Wine,1,12.0,2026-02-07 14:51:00,ORD-00228,Saturday,14
Chocolate Lava Cake,2,26.0,2026-02-07 14:28:00,ORD-00228,Saturday,14
Cacio e Pepe,2,34.0,2026-02-07 14:08:00,ORD-00229,Saturday,14
Bruschetta Trio,1,12.5,2026-02-07 14:38:00,ORD-00229,Saturday,14
Limoncello,2,18.0,2026-02-07 14:12:00,ORD-00229,Saturday,14
Penne Arrabbiata,1,16.0,2026-02-07 14:36:00,ORD-00230,Saturday,14
Aperol Spritz,1,14.0,2026-02-07 14:20:00,ORD-00230,Saturday,14
Cappuccino,1,5.5,2026-02-07 14:43:00,ORD-00231,Saturday,14
Chicken Parmigiana,1,24.0,2026-02-07 14:01:00,ORD-00231,Saturday,14
